IsWon,Opportunity Type,Lead Source,Amount,Industry
TRUE,New Business / Add-on,Partner Referral,51630,Technology
TRUE,New Business / Add-on,Web,27330,Energy
FALSE,New Business,Partner Referral,47370,Technology
TRUE,New Business / Add-on,Partner Referral,51780,Healthcare
FALSE,New Business,Partner Referral,63030,Technology
FALSE,New Business,Partner Referral,61140,Technology
FALSE,New Business / Add-on,Phone Inquiry,11850,Healthcare
FALSE,Existing Business,Partner Referral,66180,Technology
FALSE,Existing Business,Partner Referral,69360,Technology
FALSE,Existing Business,Phone Inquiry,11610,Technology
FALSE,Existing Business,Phone Inquiry,15360,Energy
TRUE,New Business / Add-on,Partner Referral,48210,Technology
FALSE,New Business,Web,41250,Technology
FALSE,New Business / Add-on,Phone Inquiry,11940,Technology
FALSE,New Business,Web,42360,Healthcare
FALSE,New Business / Add-on,Partner Referral,42120,Banking
FALSE,New Business / Add-on,Web,29580,Banking
FALSE,New Business,Partner Referral,64350,Banking
FALSE,New Business / Add-on,Phone Inquiry,14160,Healthcare
FALSE,New Business / Add-on,Web,41820,Energy
FALSE,Existing Business,Partner Referral,59700,Energy
FALSE,New Business / Add-on,Web,38580,Technology
FALSE,Existing Business,Web,42510,Energy
FALSE,New Business,Partner Referral,61140,Banking
FALSE,Existing Business,Web,44100,Energy
TRUE,New Business / Add-on,Partner Referral,60150,Banking
FALSE,New Business,Web,24240,Energy
FALSE,Existing Business,Phone Inquiry,11550,Energy
FALSE,Existing Business,Web,35760,Technology
FALSE,New Business,Web,38940,Energy
TRUE,New Business,Partner Referral,60180,Energy
FALSE,New Business / Add-on,Partner Referral,66510,Banking
FALSE,Existing Business,Web,48630,Healthcare
FALSE,New Business,Partner Referral,58830,Technology
FALSE,New Business / Add-on,Partner Referral,42300,Banking
FALSE,New Business / Add-on,Partner Referral,56730,Banking
FALSE,New Business / Add-on,Phone Inquiry,11790,Healthcare
TRUE,New Business / Add-on,Phone Inquiry,11400,Healthcare
TRUE,New Business / Add-on,Partner Referral,45180,Healthcare
TRUE,New Business / Add-on,Partner Referral,53520,Banking
FALSE,New Business / Add-on,Phone Inquiry,11400,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12000,Healthcare
TRUE,New Business / Add-on,Partner Referral,51420,Banking
FALSE,Existing Business,Web,37950,Energy
FALSE,New Business,Phone Inquiry,12060,Healthcare
FALSE,Existing Business,Partner Referral,59490,Banking
FALSE,Existing Business,Web,54240,Banking
FALSE,Existing Business,Partner Referral,67140,Energy
FALSE,New Business,Phone Inquiry,14940,Banking
FALSE,Existing Business,Web,50100,Energy
FALSE,New Business / Add-on,Partner Referral,50580,Energy
FALSE,New Business / Add-on,Web,27360,Healthcare
TRUE,New Business / Add-on,Web,36990,Healthcare
FALSE,Existing Business,Web,32910,Healthcare
FALSE,New Business / Add-on,Web,39330,Healthcare
FALSE,New Business,Partner Referral,54210,Energy
FALSE,Existing Business,Phone Inquiry,12240,Energy
FALSE,New Business / Add-on,Partner Referral,44730,Energy
FALSE,New Business,Phone Inquiry,11970,Healthcare
FALSE,New Business,Partner Referral,44550,Technology
FALSE,Existing Business,Partner Referral,65190,Banking
FALSE,New Business,Partner Referral,65730,Technology
FALSE,Existing Business,Web,51990,Energy
FALSE,Existing Business,Web,48600,Energy
FALSE,New Business,Web,28710,Energy
FALSE,Existing Business,Partner Referral,68730,Technology
TRUE,New Business / Add-on,Partner Referral,63150,Technology
TRUE,New Business / Add-on,Web,17970,Banking
TRUE,New Business / Add-on,Web,39000,Healthcare
FALSE,Existing Business,Phone Inquiry,12330,Healthcare
FALSE,New Business,Partner Referral,65880,Energy
FALSE,Existing Business,Web,41700,Technology
FALSE,New Business / Add-on,Web,29310,Healthcare
FALSE,New Business / Add-on,Web,15150,Energy
FALSE,New Business,Partner Referral,61710,Energy
FALSE,New Business / Add-on,Partner Referral,52530,Technology
FALSE,New Business / Add-on,Partner Referral,47130,Technology
FALSE,New Business / Add-on,Web,20730,Technology
FALSE,New Business,Partner Referral,55230,Banking
FALSE,New Business,Partner Referral,51030,Banking
FALSE,Existing Business,Phone Inquiry,11820,Healthcare
TRUE,New Business / Add-on,Phone Inquiry,12000,Technology
FALSE,New Business / Add-on,Partner Referral,57090,Banking
FALSE,New Business / Add-on,Partner Referral,50550,Banking
FALSE,New Business,Partner Referral,62760,Energy
FALSE,Existing Business,Partner Referral,66990,Banking
TRUE,New Business / Add-on,Partner Referral,54030,Energy
TRUE,New Business / Add-on,Partner Referral,66450,Technology
FALSE,New Business / Add-on,Web,33000,Technology
FALSE,Existing Business,Web,53910,Energy
FALSE,New Business,Phone Inquiry,12210,Healthcare
FALSE,New Business,Web,32730,Technology
TRUE,New Business / Add-on,Partner Referral,63300,Banking
FALSE,Existing Business,Partner Referral,59670,Technology
FALSE,Existing Business,Web,42540,Energy
TRUE,New Business,Partner Referral,62730,Technology
TRUE,New Business / Add-on,Partner Referral,51150,Banking
FALSE,Existing Business,Phone Inquiry,15240,Technology
TRUE,New Business / Add-on,Web,33690,Banking
TRUE,New Business / Add-on,Partner Referral,53730,Banking
FALSE,New Business,Partner Referral,53910,Technology
FALSE,New Business / Add-on,Phone Inquiry,15150,Banking
TRUE,New Business / Add-on,Partner Referral,56730,Banking
TRUE,New Business / Add-on,Web,27420,Healthcare
FALSE,New Business,Web,41790,Banking
TRUE,New Business / Add-on,Partner Referral,53700,Banking
FALSE,New Business / Add-on,Partner Referral,42000,Energy
TRUE,New Business / Add-on,Partner Referral,41730,Technology
TRUE,New Business / Add-on,Partner Referral,44760,Healthcare
FALSE,Existing Business,Phone Inquiry,12060,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,14880,Healthcare
TRUE,New Business / Add-on,Phone Inquiry,11790,Banking
FALSE,New Business / Add-on,Partner Referral,57060,Energy
FALSE,Existing Business,Web,53310,Energy
FALSE,New Business,Web,47280,Technology
TRUE,New Business,Phone Inquiry,11910,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12210,Technology
TRUE,New Business / Add-on,Web,14550,Healthcare
FALSE,New Business / Add-on,Web,27150,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12030,Healthcare
FALSE,Existing Business,Web,41730,Healthcare
FALSE,Existing Business,Phone Inquiry,11700,Technology
FALSE,New Business / Add-on,Partner Referral,44850,Healthcare
TRUE,New Business / Add-on,Partner Referral,41790,Banking
FALSE,New Business / Add-on,Web,18120,Technology
TRUE,New Business / Add-on,Web,27390,Healthcare
FALSE,Existing Business,Web,34680,Technology
FALSE,New Business,Phone Inquiry,11910,Technology
FALSE,Existing Business,Phone Inquiry,15330,Energy
TRUE,New Business / Add-on,Partner Referral,45030,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,14910,Energy
TRUE,New Business / Add-on,Web,29490,Banking
FALSE,Existing Business,Partner Referral,66210,Banking
FALSE,New Business,Phone Inquiry,14730,Technology
TRUE,New Business / Add-on,Web,20820,Banking
FALSE,New Business / Add-on,Partner Referral,64770,Healthcare
FALSE,New Business / Add-on,Partner Referral,48840,Technology
TRUE,New Business / Add-on,Partner Referral,48000,Banking
FALSE,Existing Business,Web,44280,Technology
FALSE,New Business / Add-on,Web,38640,Energy
FALSE,New Business,Partner Referral,62250,Energy
FALSE,New Business / Add-on,Partner Referral,42660,Healthcare
FALSE,New Business / Add-on,Web,29940,Banking
FALSE,New Business,Phone Inquiry,14760,Technology
TRUE,New Business / Add-on,Web,29550,Banking
FALSE,New Business,Web,18060,Healthcare
FALSE,New Business / Add-on,Partner Referral,50040,Technology
FALSE,New Business / Add-on,Phone Inquiry,12270,Healthcare
FALSE,New Business,Web,45150,Technology
FALSE,New Business,Phone Inquiry,12330,Energy
TRUE,New Business / Add-on,Partner Referral,45060,Energy
FALSE,New Business,Phone Inquiry,12030,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12390,Healthcare
FALSE,Existing Business,Web,51090,Technology
TRUE,New Business / Add-on,Web,30090,Banking
FALSE,New Business,Partner Referral,50970,Technology
FALSE,Existing Business,Web,39900,Energy
FALSE,Existing Business,Web,37980,Technology
FALSE,New Business / Add-on,Partner Referral,49890,Banking
FALSE,New Business / Add-on,Partner Referral,50940,Banking
FALSE,New Business / Add-on,Phone Inquiry,12330,Healthcare
FALSE,New Business / Add-on,Web,29550,Healthcare
TRUE,New Business / Add-on,Partner Referral,47910,Technology
FALSE,Existing Business,Web,35760,Healthcare
FALSE,New Business,Partner Referral,62790,Technology
FALSE,New Business / Add-on,Partner Referral,45180,Energy
FALSE,New Business / Add-on,Web,48060,Energy
TRUE,New Business / Add-on,Phone Inquiry,11730,Healthcare
FALSE,New Business / Add-on,Partner Referral,48600,Healthcare
FALSE,Existing Business,Phone Inquiry,14820,Energy
FALSE,New Business / Add-on,Partner Referral,51600,Healthcare
FALSE,Existing Business,Phone Inquiry,15240,Healthcare
FALSE,New Business / Add-on,Partner Referral,53490,Energy
FALSE,Existing Business,Web,34950,Technology
FALSE,New Business / Add-on,Partner Referral,51390,Technology
FALSE,New Business / Add-on,Web,30210,Energy
FALSE,New Business / Add-on,Partner Referral,48210,Energy
FALSE,New Business,Phone Inquiry,12120,Healthcare
FALSE,Existing Business,Phone Inquiry,12330,Energy
TRUE,New Business / Add-on,Partner Referral,51570,Banking
TRUE,New Business / Add-on,Web,27210,Banking
TRUE,New Business / Add-on,Partner Referral,56700,Banking
FALSE,New Business / Add-on,Phone Inquiry,12750,Healthcare
FALSE,Existing Business,Phone Inquiry,15750,Healthcare
FALSE,New Business / Add-on,Partner Referral,48510,Banking
TRUE,New Business / Add-on,Partner Referral,55020,Energy
FALSE,Existing Business,Web,44520,Energy
TRUE,New Business / Add-on,Partner Referral,52350,Banking
FALSE,New Business / Add-on,Phone Inquiry,12210,Healthcare
FALSE,New Business / Add-on,Partner Referral,45300,Banking
FALSE,Existing Business,Partner Referral,47430,Technology
FALSE,New Business / Add-on,Partner Referral,54090,Technology
FALSE,New Business / Add-on,Web,30360,Energy
FALSE,New Business,Partner Referral,66270,Energy
FALSE,Existing Business,Partner Referral,60600,Energy
FALSE,New Business / Add-on,Partner Referral,47610,Technology
FALSE,Existing Business,Web,53910,Technology
FALSE,Existing Business,Web,39000,Healthcare
FALSE,New Business / Add-on,Partner Referral,48270,Banking
TRUE,New Business / Add-on,Partner Referral,59130,Banking
FALSE,Existing Business,Phone Inquiry,14460,Healthcare
FALSE,New Business / Add-on,Web,26430,Energy
FALSE,Existing Business,Partner Referral,66480,Energy
FALSE,Existing Business,Partner Referral,68970,Technology
FALSE,New Business / Add-on,Partner Referral,45030,Healthcare
FALSE,Existing Business,Phone Inquiry,11550,Healthcare
FALSE,New Business,Partner Referral,54030,Energy
FALSE,New Business / Add-on,Web,34020,Healthcare
FALSE,Existing Business,Web,48090,Energy
FALSE,New Business / Add-on,Web,42810,Energy
FALSE,New Business / Add-on,Partner Referral,54210,Banking
TRUE,New Business / Add-on,Partner Referral,59130,Banking
FALSE,Existing Business,Phone Inquiry,11820,Technology
FALSE,New Business / Add-on,Phone Inquiry,11910,Healthcare
TRUE,New Business / Add-on,Partner Referral,51540,Technology
FALSE,Existing Business,Partner Referral,54210,Technology
FALSE,New Business / Add-on,Phone Inquiry,12480,Healthcare
TRUE,New Business / Add-on,Partner Referral,53550,Banking
TRUE,New Business / Add-on,Partner Referral,42180,Banking
FALSE,Existing Business,Web,40110,Technology
FALSE,Existing Business,Phone Inquiry,11940,Healthcare
FALSE,New Business / Add-on,Web,21480,Healthcare
FALSE,New Business / Add-on,Partner Referral,47310,Healthcare
FALSE,New Business,Phone Inquiry,12240,Technology
FALSE,New Business / Add-on,Partner Referral,44550,Banking
FALSE,New Business,Web,38880,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12270,Energy
TRUE,New Business / Add-on,Partner Referral,56010,Banking
TRUE,New Business / Add-on,Phone Inquiry,11940,Healthcare
TRUE,New Business / Add-on,Partner Referral,53340,Healthcare
TRUE,New Business,Partner Referral,57480,Banking
FALSE,Existing Business,Partner Referral,66390,Energy
FALSE,New Business / Add-on,Web,24180,Healthcare
TRUE,New Business / Add-on,Partner Referral,49200,Banking
FALSE,New Business,Partner Referral,64200,Energy
TRUE,New Business / Add-on,Web,27210,Banking
FALSE,Existing Business,Web,44010,Energy
FALSE,New Business / Add-on,Web,26880,Healthcare
FALSE,New Business / Add-on,Web,32850,Energy
TRUE,New Business / Add-on,Web,31320,Banking
FALSE,New Business,Web,24360,Technology
TRUE,New Business,Partner Referral,66000,Banking
FALSE,Existing Business,Web,33180,Technology
FALSE,New Business / Add-on,Web,36510,Technology
FALSE,New Business,Web,47040,Banking
FALSE,Existing Business,Web,41790,Technology
FALSE,Existing Business,Web,35910,Energy
FALSE,New Business,Web,46140,Energy
FALSE,Existing Business,Phone Inquiry,11910,Healthcare
FALSE,Existing Business,Web,40590,Energy
FALSE,New Business / Add-on,Web,27000,Energy
FALSE,New Business / Add-on,Web,38520,Healthcare
FALSE,New Business,Partner Referral,49020,Energy
FALSE,New Business / Add-on,Phone Inquiry,15330,Technology
FALSE,New Business / Add-on,Phone Inquiry,12000,Banking
TRUE,New Business,Partner Referral,58050,Banking
FALSE,New Business / Add-on,Web,29700,Energy
TRUE,New Business / Add-on,Web,33000,Energy
FALSE,Existing Business,Web,26370,Energy
TRUE,New Business / Add-on,Partner Referral,44610,Banking
FALSE,New Business / Add-on,Partner Referral,66690,Banking
TRUE,New Business,Partner Referral,62820,Energy
TRUE,New Business / Add-on,Web,33420,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12360,Healthcare
FALSE,Existing Business,Phone Inquiry,11790,Energy
FALSE,New Business,Partner Referral,69480,Technology
FALSE,Existing Business,Web,53190,Energy
FALSE,New Business / Add-on,Partner Referral,56700,Banking
FALSE,New Business / Add-on,Phone Inquiry,12060,Healthcare
FALSE,New Business / Add-on,Web,20790,Technology
FALSE,New Business / Add-on,Web,31380,Technology
FALSE,New Business / Add-on,Web,39000,Healthcare
TRUE,New Business / Add-on,Phone Inquiry,11910,Energy
FALSE,New Business,Web,21270,Healthcare
FALSE,Existing Business,Phone Inquiry,11820,Energy
FALSE,New Business / Add-on,Partner Referral,57360,Banking
FALSE,Existing Business,Phone Inquiry,11910,Healthcare
FALSE,New Business,Partner Referral,49110,Energy
FALSE,Existing Business,Partner Referral,65580,Energy
TRUE,New Business / Add-on,Partner Referral,42180,Banking
FALSE,Existing Business,Phone Inquiry,15240,Healthcare
FALSE,New Business / Add-on,Partner Referral,41880,Banking
FALSE,New Business,Phone Inquiry,12000,Energy
TRUE,New Business / Add-on,Partner Referral,51330,Banking
FALSE,Existing Business,Partner Referral,65940,Banking
FALSE,New Business / Add-on,Web,30180,Technology
TRUE,New Business / Add-on,Partner Referral,56700,Healthcare
FALSE,New Business / Add-on,Partner Referral,60900,Banking
FALSE,New Business / Add-on,Partner Referral,53490,Banking
FALSE,New Business / Add-on,Phone Inquiry,11640,Healthcare
FALSE,New Business,Web,17940,Technology
FALSE,New Business / Add-on,Partner Referral,47280,Banking
TRUE,New Business / Add-on,Partner Referral,51210,Energy
TRUE,New Business / Add-on,Partner Referral,47790,Healthcare
FALSE,New Business,Phone Inquiry,11580,Healthcare
TRUE,New Business / Add-on,Partner Referral,47760,Banking
FALSE,New Business / Add-on,Partner Referral,58080,Healthcare
FALSE,New Business,Phone Inquiry,12390,Healthcare
FALSE,New Business,Phone Inquiry,11880,Healthcare
TRUE,New Business / Add-on,Partner Referral,54360,Banking
FALSE,New Business / Add-on,Partner Referral,62760,Banking
FALSE,New Business / Add-on,Partner Referral,48030,Energy
FALSE,New Business / Add-on,Web,27090,Healthcare
FALSE,New Business / Add-on,Partner Referral,43890,Energy
FALSE,New Business,Partner Referral,59460,Banking
